[2025-06-28T03:21:28.406Z] INFO  [PID:1109499] ログファイルをローテーションしました: /var/www/autodialer/backend/logs/combined.log -> /var/www/autodialer/backend/logs/combined.log.1751080888405.bak {"level":"INFO"}
[2025-06-28T03:22:06.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:06.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:11.231Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:11.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:16.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:16.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:21.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:21.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:26.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:26.239Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:28.523Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:22:31.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:31.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:36.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:36.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:41.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:41.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:46.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:46.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:51.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:51.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:22:56.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:22:56.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:01.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:01.242Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:06.231Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:06.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:11.238Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:11.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:16.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:16.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:21.231Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:21.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:26.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:26.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:28.523Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:23:31.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:31.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:36.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:36.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:41.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:41.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:46.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:46.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:51.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:51.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:23:56.231Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:23:56.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:01.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:01.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:06.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:06.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:11.239Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:11.242Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:16.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:16.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:21.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:21.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:26.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:26.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:28.523Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:24:31.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:31.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:36.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:36.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:41.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:41.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:46.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:46.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:51.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:51.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:24:56.242Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:24:56.245Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:01.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:01.247Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:06.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:06.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:11.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:11.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:16.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:16.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:21.251Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:21.255Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:26.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:26.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:28.523Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:25:31.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:31.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:36.252Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:36.255Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:41.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:41.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:46.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:46.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:51.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:51.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:25:56.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:25:56.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:01.266Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:01.270Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:06.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:06.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:11.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:11.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:16.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:16.239Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:21.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:21.239Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:26.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:26.239Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:28.524Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:26:31.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:31.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:36.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:36.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:41.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:41.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:46.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:46.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:51.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:51.241Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:26:56.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:26:56.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:01.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:01.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:06.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:06.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:11.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:11.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:16.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:16.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:21.240Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:21.244Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:26.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:26.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:28.525Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:27:31.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:31.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:36.246Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:36.251Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:41.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:41.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:46.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:46.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:51.232Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:51.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:27:56.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:27:56.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:01.238Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:01.242Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:06.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:06.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:11.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:11.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:16.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:16.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:21.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:21.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:26.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:26.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:28.524Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:28:31.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:31.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:36.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:36.240Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:41.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:41.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:46.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:46.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:51.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:51.235Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:28:56.242Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:28:56.245Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:01.244Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:01.248Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:06.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:06.243Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:11.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:11.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:16.257Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:16.261Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:21.246Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:21.250Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:26.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:26.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:28.526Z] INFO  [PID:1109499] ✅ データベース接続確認完了: アクティブ発信者番号 4件 {"level":"INFO"}
[2025-06-28T03:29:31.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:31.236Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:36.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:36.238Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:41.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:41.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:46.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:46.239Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:51.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:51.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:29:56.233Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:29:56.237Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:30:01.234Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:30:01.251Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:30:06.237Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:30:06.242Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:30:11.247Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:30:11.253Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:30:16.254Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:30:16.258Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:30:21.236Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
[2025-06-28T03:30:21.239Z] INFO  [PID:1109499] キャンペーン統計取得完了: ID=165, Progress=0% {"level":"INFO"}
[2025-06-28T03:30:26.235Z] INFO  [PID:1109499] キャンペーン統計取得: ID=165 {"level":"INFO"}
